»ùÒò,±àºÅ,z
C2orf42,1591,-1.067288
LIPE,7066,-1.068148
INPP5F,6108,-1.068259
B4GALNT4,1136,-1.068316
ZNF433,15279,-1.069682
LEPR,6856,-1.070241
FAM133B,4240,-1.070623
TMEM108,13537,-1.070659
SLFNL1,12315,-1.070795
S100A5,11534,-1.071441
FEZ2,4538,-1.071591
COQ8A,2777,-1.073096
CKAP5,2503,-1.073224
LINC00886,6972,-1.073463
MCEE,7746,-1.073865
ATF6B,965,-1.073876
INPP5K,6110,-1.073975
SMARCE1,12358,-1.074155
SLCO1A2,12304,-1.07453
MAP7D2,7648,-1.074694
FMN2,4646,-1.074967
GALNT10,4857,-1.075165
LINC00641,6957,-1.075898
S100A4,11533,-1.076482
ZNF35,15236,-1.077041
DPP3,3589,-1.077047
ADCY2,245,-1.077308
RNF165,11205,-1.077374
TMEM266,13676,-1.078442
SEC24C,11728,-1.078558
KCNAB2,6345,-1.078621
TENM3,13306,-1.079059
TDRD7,13285,-1.079891
USP24,14483,-1.080431
POLR3K,10117,-1.080497
C18orf25,1498,-1.08086
NICN1,8757,-1.081458
RRP1,11440,-1.081666
TMEM104,13531,-1.082205
KANK2,6305,-1.08249
C6orf48,1645,-1.082612
CD81,2121,-1.082848
RGS4,11070,-1.083305
SETD9,11846,-1.083436
LIX1,7071,-1.083549
PAFAH1B3,9344,-1.084298
NKAPP1,8788,-1.084507
CFAP46,2346,-1.084657
PLPPR4,9989,-1.084813
PTAR1,10536,-1.085104
ACER3,121,-1.085543
STIP1,12869,-1.085622
CAB39,1700,-1.085807
PDHX,9590,-1.086005
MED24,7816,-1.08713
PIGQ,9802,-1.087526
SLC45A1,12238,-1.087757
PHKA1,9744,-1.087925
SNAPC5,12437,-1.087933
ZMYM2,15086,-1.087961
THADA,13368,-1.088569
PDPR,9611,-1.088635
LINC02210,7052,-1.088728
SH3D19,11920,-1.089431
LOC100288203,7138,-1.089829
CBWD5,1882,-1.090223
THRA,13401,-1.090552
WWC2,14807,-1.090726
E2F1,3708,-1.09109
LINC01128,7000,-1.091245
NDUFS1,8639,-1.091567
AP4S1,660,-1.091576
GLS,5068,-1.091803
ZNF134,15109,-1.091897
FARS2,4426,-1.092173
PCNX1,9518,-1.092659
KIAA0930,6485,-1.092816
PKP3,9880,-1.093338
FUNDC2,4765,-1.093592
MEAF6,7794,-1.094247
FAM192A,4296,-1.094268
TARM1,13138,-1.094917
DUSP4,3670,-1.094929
NCAPH,8552,-1.095484
FOXP1,4704,-1.095939
VPS54,14635,-1.095975
CTPS2,3001,-1.096052
CPEB4,2819,-1.096363
ZNF107,15101,-1.097431
TP53BP2,13865,-1.097689
GALNT5,4868,-1.098334
RNF125,11185,-1.098711
CHCHD2,2386,-1.099579
ZBTB48,14937,-1.099765
PIDD1,9785,-1.100029
ADAMTS1,216,-1.100378
GADD45B,4842,-1.100808
ZNF600,15401,-1.101059
DPH2,3578,-1.101429
RANBP2,10813,-1.102196
AHNAK,362,-1.102435
GUSBP4,5416,-1.102475
SLC16A11,12038,-1.102624
SECISBP2,11738,-1.102965
RASSF3,10873,-1.103414
MYH14,8393,-1.104087
MTFP1,8295,-1.10435
EGFL7,3800,-1.105153
ZNF654,15435,-1.105545
MIR497HG,7994,-1.105796
SEL1L,11742,-1.105822
UNC5D,14422,-1.106298
PHLDA1,9748,-1.106495
KCTD21,6428,-1.108371
DRAXIN,3615,-1.108397
NDUFAB1,8615,-1.108607
DLG2,3431,-1.108637
EGFR,3801,-1.108889
SYAP1,13008,-1.109512
CHADL,2379,-1.109861
PML,10014,-1.110907
MOCS1,8068,-1.11103
NLRC5,8815,-1.111094
SLC25A29,12108,-1.111192
PDGFRL,9587,-1.111676
TLN1,13476,-1.113154
ISYNA1,6205,-1.113651
CHIC1,2410,-1.113659
ZDHHC8,15006,-1.113737
BEND6,1255,-1.114335
UNC50,14417,-1.114931
MAGOHB,7574,-1.114998
UBE2Q2P1,14323,-1.115783
PDE1A,9559,-1.116293
FRAT1,4717,-1.11643
GNB2,5109,-1.116612
ZCCHC9,14981,-1.117037
KLKB1,6625,-1.117194
GPR139,5221,-1.117484
OR10Q1,9183,-1.117783
MAN1A1,7590,-1.118319
SLC35A5,12179,-1.118498
RCBTB2,10954,-1.118504
IGSF21,6007,-1.119124
CEPT1,2325,-1.119955
SARS2,11585,-1.120013
HLA-DOB,5686,-1.120186
MED17,7809,-1.12131
TPX2,13916,-1.121312
PARN,9402,-1.121906
CEP68,2314,-1.121973
ATAD2,950,-1.12209
SP110,12578,-1.122265
POLR2B,10096,-1.122759
BUB3,1417,-1.122951
ATP5F1C,1025,-1.12301
NDUFAF2,8617,-1.123069
LOC100270746,7135,-1.123106
ZNHIT6,15585,-1.123787
EIF2AK2,3829,-1.123823
SLC52A2,12257,-1.124198
ZNF227,15161,-1.124573
OGDHL,9140,-1.124698
LOC283788,7237,-1.124776
GNG4,5120,-1.125265
SPEG,12634,-1.125287
SBF2,11601,-1.126269
ANG,525,-1.127095
SLC4A4,12251,-1.127402
CCDC126,1915,-1.128453
MCHR2,7753,-1.128984
VPS37B,14623,-1.129471
LINC02550,7059,-1.129824
TSR3,14127,-1.129929
HIST3H2A,5670,-1.130541
CSE1L,2931,-1.130735
CALHM1,1754,-1.131139
DGKB,3342,-1.131551
ZNF326,15220,-1.131722
HES4,5568,-1.131962
IGF2BP2,5987,-1.132083
ANKRD18A,557,-1.132162
EYA4,4163,-1.132278
MYSM1,8445,-1.132421
ADAMTS10,217,-1.13316
LOC101927811,7181,-1.133269
ZNF503,15322,-1.133531
C20orf194,1565,-1.133612
HEATR6,5535,-1.133739
SNHG19,12456,-1.134215
MROH5,8150,-1.13447
TMEM167B,13592,-1.135628
TUFM,14223,-1.135788
MBTPS2,7739,-1.136391
EGR2,3806,-1.137429
CDH4,2182,-1.137436
ILVBL,6065,-1.137855
GTF3C6,5394,-1.13816
ASRGL1,940,-1.139176
DNAH14,3471,-1.140961
SLC38A11,12207,-1.140962
SMPX,12413,-1.14141
SCARF1,11626,-1.141546
ABI2,82,-1.141788
OLFM1,9150,-1.14208
NFYA,8740,-1.142281
BMS1P14,1319,-1.142628
IPO9,6148,-1.143003
MAMDC4,7584,-1.143068
TTLL8,14185,-1.143262
SNRPD2,12483,-1.144134
TRPC5,14059,-1.145272
TCIRG1,13262,-1.145321
MTMR1,8309,-1.14551
TSPOAP1,14119,-1.146075
UQCRC2,14447,-1.146521
THAP9,13381,-1.146768
LGI2,6872,-1.146862
LEPROTL1,6858,-1.147045
SH3BGRL2,11913,-1.147754
LOXL2,7337,-1.148021
NEDD4L,8663,-1.148453
ADNP-AS1,285,-1.149101
ZNF618,15413,-1.149112
HSD17B3,5830,-1.149181
ZNF202,15141,-1.150018
GAPVD1,4884,-1.150621
ANKRD9,600,-1.150712
GPR20,5244,-1.15123
RPGRIP1L,11290,-1.15132
EBAG9,3718,-1.151699
TP53I11,13866,-1.152164
KCNMB2,6397,-1.152272
VWF,14667,-1.152615
ZSCAN2,15603,-1.153121
GCNT1,4930,-1.153452
ZNF728,15495,-1.153641
POLE3,10080,-1.153749
FBN3,4450,-1.153775
MAGEE2,7564,-1.15438
KANK1,6304,-1.154701
SSH1,12777,-1.155626
TCF3,13253,-1.155657
BZW1,1423,-1.15581
TRAPPC6B,13956,-1.155959
HIST1H3H,5653,-1.156339
BICRA,1282,-1.157114
VLDLR-AS1,14596,-1.157303
FBLN1,4445,-1.157414
RTEL1,11474,-1.158122
MOG,8071,-1.158926
CFP,2366,-1.159475
SLC25A40,12118,-1.15979
LINC00484,6944,-1.159827
YY2,14895,-1.160215
IFIH1,5948,-1.160571
HIST1H3J,5654,-1.160641
MEDAG,7829,-1.161169
VWA5A,14659,-1.161656
EME2,3934,-1.161788
SLC39A10,12215,-1.162036
ARHGEF19,790,-1.162219
ANKRD52,595,-1.163078
NCOA4,8574,-1.163153
DNAJC22,3504,-1.163238
RTL8A,11482,-1.164098
RAB2A,10712,-1.164203
BNIP3L,1327,-1.164262
GNG11,5115,-1.165261
FXYD1,4784,-1.165292
SLC25A32,12110,-1.165719
SSX2IP,12797,-1.16598
NECAB2,8655,-1.166414
MAX,7717,-1.166969
EIF2S2,3839,-1.167239
ZNF609,15406,-1.167309
SNRPA1,12478,-1.167722
CAP2,1792,-1.168806
KLF16,6568,-1.169143
GAS2,4892,-1.169891
ENPP5,3977,-1.1699
OR2A14,9192,-1.169927
RALYL,10805,-1.170219
HOOK2,5770,-1.170514
CPXM2,2848,-1.170541
SYT16,13057,-1.170846
NSMAF,8996,-1.171711
HACD2,5446,-1.171939
TSPYL2,14122,-1.171957
DNPH1,3543,-1.172126
PLN,9972,-1.172275
COLQ,2736,-1.172638
MMP16,8047,-1.172724
XPNPEP1,14827,-1.173051
CAPN2,1799,-1.173455
SLC36A4,12201,-1.1739
SPTLC2,12703,-1.174222
PQLC1,10287,-1.174431
FBXL8,4468,-1.17519
HILS1,5606,-1.175606
B3GALT5-AS1,1121,-1.175618
PARD3,9391,-1.175919
AQR,720,-1.176759
SRPK1,12740,-1.176884
TXNRD3,14258,-1.177446
WFDC1,14758,-1.177535
NSMCE4A,9000,-1.177562
NUP210,9079,-1.17767
FILIP1,4590,-1.177719
KIN,6549,-1.177858
HSP90B1,5843,-1.178484
TMEM243,13659,-1.1787
RABGAP1L,10758,-1.180194
TMEM200A,13627,-1.1802
TXNDC16,14249,-1.180467
PSMD6,10513,-1.180656
SEMA4F,11769,-1.181069
VEGFC,14577,-1.181528
KANSL1-AS1,6309,-1.182427
ALG6,456,-1.183259
MED8,7827,-1.183583
BRK1,1370,-1.184263
TMEM176A,13602,-1.18446
FGF17,4554,-1.184611
ACTR8,186,-1.185349
MFAP3L,7892,-1.185824
RHOU,11105,-1.185901
SPATC1L,12618,-1.186034
SNRPD3,12484,-1.18609
SKP2,12012,-1.186757
PAQR8,9389,-1.18692
MYO16,8417,-1.187317
LOC101926935,7171,-1.187815
SYCN,13013,-1.187913
MBOAT2,7734,-1.187923
RPL23AP53,11318,-1.188594
SLCO2A1,12306,-1.18889
RNF157,11203,-1.188967
DEFB115,3292,-1.189408
TSPAN33,14110,-1.189512
WIPF1,14773,-1.189721
KDM8,6457,-1.189814
NAA60,8469,-1.189906
HSD17B11,5827,-1.190097
FAM86FP,4390,-1.190875
OPCML,9168,-1.191331
TMEM258,13671,-1.191381
HVCN1,5890,-1.191399
CEP350,2308,-1.191435
PGD,9700,-1.191478
RPEL1,11286,-1.191662
ATP7B,1065,-1.191851
ANKRD18B,558,-1.192122
FAM135B,4244,-1.192599
CCDC15,1931,-1.192676
HSF4,5840,-1.192752
PELI2,9641,-1.192936
LINC00158,6922,-1.192955
ITSN1,6249,-1.193325
DGCR6L,3338,-1.193579
TSEN34,14084,-1.193741
IQCK,6160,-1.193791
LINC00467,6938,-1.194106
GAA,4811,-1.194125
ZNF469,15301,-1.19415
ALCAM,426,-1.194208
DCBLD1,3195,-1.19424
STK24,12877,-1.194248
TSPAN10,14099,-1.194339
TEFM,13298,-1.195216
UBR5,14356,-1.195481
PAFAH2,9345,-1.1962
IMPDH1,6076,-1.196789
DCTN1,3216,-1.196932
ARHGEF26,793,-1.197081
C16orf95,1488,-1.197266
NMU,8838,-1.197338
NPR3,8920,-1.197342
SHROOM4,11964,-1.197357
CMTM4,2612,-1.197867
DHRS1,3361,-1.198139
KCNG3,6360,-1.198893
FAT1,4436,-1.199041
RRP36,11444,-1.2001
TEDC2,13296,-1.200231
JAM2,6269,-1.200496
CDR1,2236,-1.200668
CNTNAP2,2670,-1.200951
RPL35,11336,-1.20108
ACVR2B,192,-1.201289
RECQL4,10980,-1.201642
RBP4,10941,-1.20185
TM7SF2,13497,-1.20194
IQCN,6161,-1.202905
TPGS1,13883,-1.204207
POLR1A,10090,-1.204357
MCM6,7761,-1.204968
SCAF11,11608,-1.205049
YBX3,14855,-1.205362
ZNF684,15459,-1.205646
RNF123,11184,-1.205676
OSGIN2,9264,-1.205818
IMPG2,6079,-1.205942
PMS2P9,10029,-1.205972
LINC00900,6975,-1.205981
SEMA6A,11773,-1.206736
CNN2,2634,-1.207589
FBXO32,4483,-1.207675
STEAP2,12864,-1.208852
PBX4,9444,-1.209118
RTCA,11472,-1.209431
AP2B1,648,-1.20954
OR10A2,9177,-1.209731
LOC728613,7308,-1.209781
ZC3H3,14958,-1.210139
P2RY12,9309,-1.210426
MED1,7798,-1.210757
SNX13,12500,-1.210874
FAM13C,4250,-1.210875
PCSK5,9532,-1.211225
ISOC1,6199,-1.212057
KCTD10,6417,-1.21221
BAHCC1,1163,-1.212217
CRABP2,2852,-1.21277
RILPL2,11119,-1.212801
RAB37,10723,-1.212831
WASHC2A,14678,-1.213243
DHRSX,3373,-1.213965
DCAF6,3190,-1.214183
OLFM4,9153,-1.214196
CETN2,2337,-1.214614
ATAD5,955,-1.216368
TCF20,13250,-1.216396
TRMT5,14043,-1.217214
LST1,7472,-1.217228
FBXO2,4473,-1.217357
SYNE1,13028,-1.217984
HIST1H2BE,5635,-1.218092
ZNF14,15114,-1.218552
GRM5,5329,-1.218559
BIN3-IT1,1287,-1.218623
POLR2I,10103,-1.218847
MYO9A,8431,-1.218885
LXN,7493,-1.219293
ZNF737,15502,-1.219521
AGFG1,335,-1.220364
ZNF417,15266,-1.220646
CKB,2504,-1.220653
GPSM3,5275,-1.220941
CCDC144B,1925,-1.221292
CBX7,1889,-1.22134
MRPL3,8173,-1.221598
ALKAL2,461,-1.221617
P2RX6,9305,-1.222718
SRSF10,12754,-1.222811
WT1-AS,14803,-1.223176
SLC2A4RG,12159,-1.223476
TBCEL,13204,-1.223791
RFX3,11040,-1.22434
GATM,4908,-1.224747
ATCAY,957,-1.225065
TRADD,13922,-1.22543
P4HTM,9321,-1.225501
RCC2,10957,-1.225887
LBX2,6805,-1.226049
LINC02076,7050,-1.226253
CAMK2D,1772,-1.22669
LAMC3,6768,-1.227222
HSPA6,5854,-1.227557
TOMM20L,13833,-1.227706
CDK7,2215,-1.228591
FHL3,4578,-1.228647
CCZ1P-OR7E38P,2073,-1.22947
CRABP1,2851,-1.229542
POLR3GL,10115,-1.229897
NET1,8694,-1.229965
CD164,2079,-1.230047
LOC100996385,7167,-1.230605
TIAM1,13415,-1.230929
C1orf198,1545,-1.230979
THSD1,13404,-1.231276
BST2,1386,-1.232342
ZNF768,15517,-1.232601
AP2M1,649,-1.233336
SPNS1,12659,-1.233471
TLK1,13472,-1.233576
PRSS23,10453,-1.234201
GABPB1,4822,-1.234247
PLD1,9924,-1.234443
TUBA1C,14198,-1.234514
ERC2-IT1,4047,-1.235767
SPON2,12667,-1.236381
TRMT11,14035,-1.236957
AP3M2,655,-1.237138
SEC11A,11710,-1.237676
STRIP1,12910,-1.238996
THOC6,13398,-1.239507
SLC5A3,12263,-1.239515
FXYD4,4785,-1.23979
LAMB1,6762,-1.240035
ISG15,6191,-1.240279
UNC13C,14414,-1.240807
LRP12,7372,-1.240952
RABEPK,10756,-1.241687
DOCK7,3555,-1.241957
WHAMMP2,14769,-1.242501
RDH5,10974,-1.242566
RNF40,11239,-1.242576
RP9,11275,-1.242798
TMEM128,13554,-1.243217
PRDX4,10314,-1.244381
DNAJC25,3506,-1.244475
PLD6,9928,-1.244575
CLGN,2551,-1.245107
FCRLB,4520,-1.245147
FAM71E1,4372,-1.245424
TOR1AIP1,13853,-1.245824
HIST1H2BG,5637,-1.246271
METTL4,7880,-1.246469
FBXO42,4491,-1.247499
LOC100506388,7152,-1.248156
NUMBL,9071,-1.248502
TDRKH,13287,-1.249367
CHD3,2395,-1.249432
PCNX4,9521,-1.249521
CBX5,1887,-1.249848
FAM104B,4207,-1.250073
WDR78,14743,-1.25051
BGN,1270,-1.250847
CNOT9,2650,-1.250853
LETM2,6860,-1.251742
TCTE1,13271,-1.25189
CYP3A43,3111,-1.252291
ATRIP,1078,-1.252414
OR4D6,9212,-1.2525
COQ5,2774,-1.252572
NDUFA1,8600,-1.252761
ARHGAP42,771,-1.252965
DOCK11,3550,-1.253207
EGFEM1P,3799,-1.253822
SLC27A2,12143,-1.254794
PERM1,9651,-1.254869
LYN,7506,-1.25535
OSTM1,9270,-1.255424
KRTAP21-1,6710,-1.255844
SLC6A7,12276,-1.256029
SSR2,12783,-1.256293
TFIP11,13347,-1.256393
MFSD4A,7911,-1.256655
POP1,10133,-1.256661
RNF138,11191,-1.256821
RGPD3,11053,-1.256878
CCDC125,1914,-1.257012
SELENBP1,11744,-1.257152
EMID1,3936,-1.257211
LLCFC1,7074,-1.257309
SMIM7,12401,-1.257845
PRKCH,10355,-1.258118
CREB5,2869,-1.258186
TCL1B,13263,-1.25839
ABHD16B,70,-1.258483
WDSUB1,14755,-1.258907
TMEM234,13651,-1.258976
C1GALT1C1,1516,-1.259277
HILPDA,5605,-1.259338
ABCD4,52,-1.259623
OLR1,9160,-1.260023
LNX2,7103,-1.260503
ACVRL1,193,-1.261356
CAPN10,1795,-1.261546
PPP6C,10277,-1.262641
HCFC1R1,5490,-1.262648
DDT,3247,-1.263148
ZBED1,14901,-1.263202
PEX2,9665,-1.26333
NR2C2,8941,-1.263456
KIF21A,6526,-1.263817
VAV3,14562,-1.264156
GABRB2,4832,-1.264355
MRPL40,8184,-1.264512
CTSH,3012,-1.264561
ERAP1,4039,-1.265451
RNF141,11194,-1.265522
PLPP1,9979,-1.265773
ZDHHC13,14988,-1.26699
TIGD2,13422,-1.267445
AK6,388,-1.269061
SQSTM1,12710,-1.269211
MRPS36,8228,-1.269747
GPBP1,5187,-1.269905
GNPTAB,5133,-1.270346
FAM214B,4326,-1.270437
FOXP4,4706,-1.271445
HEBP2,5537,-1.272093
ALDH1B1,431,-1.272366
C1orf189,1543,-1.27251
C2orf74,1600,-1.272762
GALNT16,4863,-1.273086
SLC26A4,12138,-1.273987
NRXN3,8985,-1.274219
MYO1F,8424,-1.27452
IMPACT,6074,-1.274716
HDLBP,5528,-1.274846
DNM1P50,3535,-1.275002
DCAF11,3180,-1.275006
HEATR4,5532,-1.275175
GPAA1,5172,-1.276054
MRPS10,8203,-1.276078
ADA2,198,-1.276761
MT1JP,8273,-1.27682
RPP25L,11361,-1.276873
COPS5,2761,-1.277036
LRRC37A4P,7402,-1.277321
MRPL47,8191,-1.27892
MADD,7547,-1.279863
SLC9A6,12299,-1.27992
PHB,9719,-1.280358
DECR2,3286,-1.280905
YWHAH,14889,-1.281212
RALB,10796,-1.28126
TMEM185A,13615,-1.281399
MYL5,8402,-1.281469
SHANK3,11937,-1.281674
TTI2,14176,-1.281787
SLC45A3,12239,-1.281835
C20orf144,1564,-1.282568
KRT15,6667,-1.283859
PREX1,10325,-1.283927
RASSF8-AS1,10878,-1.284008
ZNF607,15404,-1.284547
MITF,8006,-1.285049
ADAL,200,-1.285168
CARD16,1814,-1.285364
RHOC,11097,-1.285898
UGT8,14394,-1.286413
ENDOU,3958,-1.286871
RNF207,11220,-1.286905
PTGR1,10561,-1.287225
TMEM176B,13603,-1.287898
LTC4S,7483,-1.287921
CCDC71,1979,-1.288332
C4orf19,1620,-1.288461
ARHGEF26-AS1,794,-1.28942
ARID1A,804,-1.289624
HSBP1L1,5820,-1.289706
CLTA,2588,-1.289759
KARS,6313,-1.289849
MAPK9,7667,-1.289964
FAM122B,4229,-1.29015
C12orf45,1455,-1.290286
IRF2BP2,6175,-1.290438
ZNF160,15125,-1.290561
RNF115,11181,-1.291115
AHSA2P,367,-1.291786
TAF3,13103,-1.291808
LOC100128288,7109,-1.292146
RARS,10845,-1.292705
FLRT2,4634,-1.292801
STK11IP,12872,-1.293086
TRH,13964,-1.293772
POGZ,10069,-1.293904
DHX16,3376,-1.294078
RAP1GAP,10822,-1.294209
DDRGK1,3246,-1.294284
HIST1H2AD,5625,-1.294387
CALHM2,1755,-1.294798
FAM212A,4321,-1.295377
SKP1,12010,-1.295789
FLNB,4629,-1.295851
GTF3C1,5389,-1.29654
RNF212,11222,-1.296581
HRASLS5,5802,-1.29665
TNF,13769,-1.296851
TEX30,13328,-1.297121
GSDMB,5342,-1.297223
ZNF471,15303,-1.2973
FGF2,4556,-1.29762
CCDC120,1910,-1.297675
PPDPF,10166,-1.298646
MTMR2,8314,-1.299357
FKBP9,4610,-1.300225
CNTLN,2662,-1.300262
NABP1,8475,-1.300452
SMARCD2,12356,-1.300549
CACNA1C,1716,-1.300668
CC2D2A,1893,-1.301066
POLR2E,10099,-1.301607
MAP3K13,7627,-1.301668
LOC389895,7253,-1.301677
OCRL,9131,-1.301788
GPATCH3,5183,-1.302008
NSD3,8989,-1.302517
LRRC8C,7434,-1.302698
DHX30,3378,-1.30305
DBIL5P,3169,-1.303377
PTPN23,10589,-1.303546
DDIT4,3240,-1.303635
PVRIG,10638,-1.303795
HLA-C,5682,-1.304904
RHCG,11087,-1.305024
ST6GALNAC4,12816,-1.305867
PIK3CA,9815,-1.306081
ZNF770,15519,-1.306263
CFAP70,2352,-1.306393
LMO7,7095,-1.306629
ZNF133,15108,-1.307964
SIX3,12001,-1.307988
OR2H2,9198,-1.308739
GLTP,5073,-1.308989
SLC38A3,12209,-1.309886
RPRD2,11367,-1.310374
ASTL,943,-1.311186
TMOD2,13747,-1.311188
PPP4R4,10274,-1.311349
LOC285097,7241,-1.311377
THUMPD1,13408,-1.311453
ACTL6A,170,-1.311488
ARL6IP5,835,-1.312165
LTV1,7486,-1.312534
LGALS9C,6869,-1.313867
LMNA,7089,-1.314099
CCDC6,1971,-1.314196
PP12613,10153,-1.314227
PAAF1,9324,-1.314754
CTSA,3007,-1.315389
MAP7D3,7649,-1.315691
FAIM,4201,-1.315994
IRF5,6178,-1.316287
FAM90A7P,4396,-1.316591
ZNF225,15159,-1.317215
SMNDC1,12404,-1.317287
ALDH16A1,427,-1.317362
KSR2,6735,-1.317696
C5AR2,1626,-1.318277
NELFE,8684,-1.319279
TMEM106B,13534,-1.319834
NDUFA12,8603,-1.320796
APC2,674,-1.32083
EVA1C,4118,-1.320969
BTBD18,1393,-1.321086
CAMKV,1780,-1.321177
COMT,2748,-1.321313
CD2AP,2092,-1.32143
NECTIN1,8659,-1.321852
BAZ1A,1181,-1.324223
FOCAD,4669,-1.324884
CCNQ,2044,-1.325248
TGFBRAP1,13361,-1.326231
TMEM259,13672,-1.327157
KRTAP5-9,6725,-1.327243
ETV3,4114,-1.327556
PALD1,9359,-1.327812
GLCCI1,5040,-1.327939
ARHGAP27P1-BPTFP1-KPNA2P3,760,-1.328039
SFXN1,11879,-1.328599
ADAT2,238,-1.328955
OIP5-AS1,9148,-1.329171
ADAMTSL5,230,-1.329327
DHFR,3356,-1.329473
ZNF619,15414,-1.32957
NTAN1,9018,-1.329934
PSMC5,10501,-1.330113
IZUMO1R,6255,-1.331709
GDAP1,4935,-1.331918
ECH1,3730,-1.33208
ITGAE,6220,-1.332479
RPL13P5,11303,-1.332577
S1PR5,11544,-1.333237
OFD1,9138,-1.333686
RIN3,11129,-1.334112
RNF122,11183,-1.334816
ANOS1,615,-1.334828
HLA-DRB4,5695,-1.335949
DEF8,3290,-1.33643
CCDC84,1987,-1.337283
DCLRE1B,3206,-1.338501
GNAI2,5100,-1.339123
ABI1,81,-1.339218
DDX3Y,3266,-1.339324
ETNPPL,4110,-1.339357
PRMT1,10376,-1.339442
SEPT7P2,11798,-1.340005
YES1,14860,-1.340424
NFIB,8725,-1.3408
TRIP11,14023,-1.340858
C14orf177,1468,-1.341279
CSPP1,2957,-1.343172
HAPLN2,5462,-1.343546
NFIA,8724,-1.344007
HMGB2,5715,-1.344045
ENOPH1,3970,-1.344519
LOC145783,7227,-1.344612
SPOCK3,12665,-1.345056
NSA2,8986,-1.345267
PTH2,10565,-1.345458
DAPL1,3159,-1.346295
MTIF2,8306,-1.346477
LRRC4C,7416,-1.34653
UBXN4,14366,-1.346753
CD74,2119,-1.346913
VAT1L,14559,-1.347203
ATG10,969,-1.347563
UGT2B10,14393,-1.347649
LOC646938,7299,-1.348072
RWDD4,11516,-1.348102
TXNL1,14253,-1.348211
EIF3H,3848,-1.348441
IMMT,6068,-1.348474
SGK1,11889,-1.35
PEAR1,9631,-1.350248
EMC10,3922,-1.35104
TOLLIP,13828,-1.351146
CD44,2107,-1.351983
RTN1,11484,-1.352034
GREM2,5297,-1.352336
SOGA1,12537,-1.35252
CREB3,2864,-1.353101
CSF1,2933,-1.353449
ETFA,4104,-1.353476
GTF2F2,5377,-1.354511
PTCRA,10545,-1.354595
BRI3,1363,-1.355106
RGCC,11046,-1.355503
SLC30A10,12164,-1.356195
SLC16A2,12041,-1.356926
GPRIN2,5270,-1.35708
LOC100289230,7140,-1.357421
AFG1L,318,-1.357982
HCG23,5493,-1.358001
PYY,10667,-1.358858
LINC00260,6926,-1.358973
SLFN5,12314,-1.358991
HIST1H2BF,5636,-1.359571
NMI,8830,-1.359844
CDK5RAP1,2211,-1.36041
VPS33A,14618,-1.360703
ROR1,11270,-1.360796
GRIN3A,5315,-1.360968
TMEM150A,13576,-1.361016
FTO,4756,-1.361181
NTM-AS1,9021,-1.361752
LNX1,7102,-1.362282
GORAB,5164,-1.362289
EXOSC9,4153,-1.362588
FCGR1B,4512,-1.362799
CEP170,2300,-1.363215
PTTG2,10621,-1.363258
SAP30L,11576,-1.364074
LIPT2,7069,-1.364251
ZCCHC18,14973,-1.364251
NDUFA6,8610,-1.364327
COQ7,2776,-1.364696
MRFAP1,8135,-1.36493
NUP155,9075,-1.365038
MRPL10,8155,-1.365156
RABGEF1,10759,-1.365769
NCLN,8570,-1.36606
TMEM183A,13612,-1.366212
NIPA1,8768,-1.366445
C1QTNF4,1527,-1.366838
ATPAF1,1074,-1.366854
TPM2,13889,-1.367084
MYO5B,8427,-1.367413
BICC1,1277,-1.36763
MUC3A,8343,-1.367703
CYFIP2,3089,-1.367779
BUD23,1419,-1.368088
ZDHHC8P1,15007,-1.368159
CRY1,2907,-1.368355
IFT52,5976,-1.368829
EMCN,3931,-1.36904
CHRNB2,2451,-1.36984
SLC27A5,12146,-1.370214
CD200,2082,-1.370973
STARD4,12845,-1.370984
INSIG2,6113,-1.371235
EXOC1,4131,-1.371897
SPEM2,12636,-1.372036
MIGA1,7971,-1.372208
BMPR1A,1314,-1.373026
MAN2B1,7597,-1.373134
CSRNP1,2958,-1.373223
PMVK,10030,-1.374405
FANCM,4417,-1.374438
EGLN3,3804,-1.374655
CORO2B,2784,-1.374682
ZNF547,15352,-1.374845
USP32,14492,-1.375769
ALOX15B,474,-1.375801
DHFR2,3357,-1.375925
LGALS3BP,6866,-1.3781
KIF17,6519,-1.37826
RBM8A,10932,-1.378266
CIDECP,2484,-1.378755
SHARPIN,11938,-1.378976
SLC22A15,12070,-1.379337
NAP1L2,8504,-1.379848
UTP3,14531,-1.379907
CDKN1C,2226,-1.380397
ELK3,3890,-1.381423
IARS,5901,-1.381784
TMEM126A,13551,-1.382165
SDC4,11687,-1.382454
ORAOV1,9237,-1.382493
SLC35E1,12188,-1.382625
MTSS1,8330,-1.383185
NDUFA3,8606,-1.383891
LCE2A,6814,-1.385471
DEK,3301,-1.386377
DPY19L2P1,3598,-1.386396
SNX24,12510,-1.386406
CDH7,2184,-1.386562
NGB,8744,-1.386583
SNRK,12469,-1.386598
MAP2K6,7621,-1.386927
KLF9,6576,-1.387181
ETHE1,4108,-1.388101
HADHA,5452,-1.388532
AP1AR,638,-1.388534
REL,10988,-1.388605
TSPOAP1-AS1,14120,-1.388673
LIX1L,7072,-1.388935
PKP4,9881,-1.388967
CCT7,2068,-1.389499
RAB6D,10745,-1.389614
KDM7A,6456,-1.389644
PFKM,9682,-1.390274
CLEC4M,2549,-1.390349
N4BP3,8456,-1.390833
SNX10,12497,-1.391042
SEC23B,11723,-1.392256
TOMM40L,13837,-1.392605
